label,runtime,energy
cg_1305,180.47,34936.464
cg_1245,180.48,34473.858
cg_1185,180.51,33690.572
cg_1125,180.50,33469.576
cg_1065,180.52,33333.650
cg_1005,180.54,33355.644
cg_945,180.56,33228.516
cg_885,180.58,33108.014
cg_825,180.61,32781.388
cg_765,180.64,32826.976
cg_705,180.68,32671.02
cg_645,180.72,32586.87
cg_585,180.77,32467.31
cg_525,180.83,32355.80
cg_465,180.92,32221.37
cg_405,180.98,32156.94
cg_345,181.12,32013.89
cg_285,181.21,31752.15
cg_210,220.11,36557.64
