label,runtime,energy
HACC_64_2.0GHz,32.37174,6824.359422
HACC_64_1.70GHz,38.094514,6911.152968
HACC_64_1.50GHz,43.253879,7203.169956
HACC_64_turbo,27.845504,6821.974001
HACC_128_turbo,26.66685,6638.747118
HACC_128_2.0GHz,30.45112,6426.985929
